Cod. Item;Item;Definicao;Classificacao; R$ Valor Sugerido ;Item Dolarizado;Especificacao Sugerida;Tipo
11628;Moinho de Facas e Martelos;Equipamento utilizado para moer matérias-primas sólidas para redução do tamanho de partículas.;Médico Assistencial;R$ 30.660,00;N;Clique para Detalhar;ESPECIALIZADO
11854;Moinho para Trituração de Comprimidos;Equipamento utilizado para moagem de amostras de diferentes materiais com o objetivo de prepará-las para análise em laboratórios;Apoio;R$ 8.203,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11272;Moinho Rotativo Cônico;Equipamento utilizado para moer e reduzir o tamanho de partículas em matérias-primas sólidas.;Item Industrial Não Hospitalar;R$ 263.726,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
1159;Monitor de Pressão Intracraniana (PIC);Monitor utilizado no diagnóstico do aumento da pressão intracraniana, assim como para o tratamento da hipertensão intracraniana, conforme a aplicação clínica.;Médico Assistencial;R$ 135.172,00;N;Clique para Detalhar;ESPECIALIZADO
11864;Monitor de Sinais Vitais para Telessaúde;Medidor de sinais vitais como frequência cardíaca, oximetria, temperatura, pressão atrterial e eletrocardiograma com conectividade e apliocação para Telessaúde/Telemedicina.;Médico Assistencial;R$ 7.664,00;N;Clique para Detalhar;ANÁLISE ESPECIALIZADA
11949;Monitor de Vídeo;Equipamento eletrônico destinado à exibição de imagens em alta definição, com maior fidelidade de cores e amplo ângulo de visão.;Apoio;R$ 921,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11799;Monitor Hemodinâmico;Utilizado para medição do débito cardíaco contínuo (volume de sangue bombeado pelo coração em minutos), o que auxilia num tratamento mais específico para pacientes críticos e de alto risco, pois se conhece melhor o desempenho cardíaco e variavelmente o consumo de O2. Utilizado para Tratamento Intensivo e Unidades Coronarianas.;Médico Assistencial;R$ 223.334,00;N;Clique para Detalhar;ESPECIALIZADO
673;Monitor Multiparâmetros;Monitor Multiparâmetros para uso na monitoração de Eletrocardiograma (ECG), Respiração, Temperatura, Pressão Não-Invasiva (PNI) e Oximetria (SPO2), para uso em pacientes adulto/pediátrico e neonatal.;Médico Assistencial;R$ 19.349,00;N;Clique para Detalhar;ESPECIALIZADO
11673;Monitor Multiparâmetros para Centro Cirúrgico;Monitor Multiparâmetros para Centro Cirúrgic para uso na monitoração de Eletrocardiograma (ECG), Respiração, Temperatura, Pressão Não-Invasiva (PNI), Oximetria (SPO2), Pressão Invasiva (PI), Capnografia (ETCO2), Agentes Anestésicos e Índice de Sedação Anestésica (BIS), para uso em pacientes adulto/pediátrico e neonatal.;Médico Assistencial;R$ 41.115,00;N;Clique para Detalhar;ESPECIALIZADO
11237;Monitor Multiparâmetros para Ressonância Magnética;"Monitor multiparamétrico podendo ser utilizado na monitoração de ECG/respiração, pressão não-invasiva (PNI), oximetria de pulso (SpO2), pressão invasiva (PI), capnografia (EtCO2), temperatura, débito cardíaco (DC), agentes anestésicos, índice de sedação anestésica (BIS/ISA), para uso em pacientes adulto/pediátrico e neonatal.
Para este item deve ser apresentadas características construtivas que permitam a aplicação correta e utilização segura do equipamento em ambientes que possuam Ressonância Nuclear Magnética.";Médico Assistencial;R$ 589.691,00;N;Clique para Detalhar;ESPECIALIZADO
10985;Monitor Multiparâmetros para UTI;Monitor Multiparâmetros para UTI para uso na monitoração de Eletrocardiograma (ECG), Respiração, Temperatura, Pressão Não-Invasiva (PNI), Oximetria (SPO2), Pressão Invasiva (PI), Capnografia (ETCO2), Débito Cardíaco (DC), Agentes Anestésicos e Índice de Sedação Anestésica (BIS/ISA), para uso em pacientes adulto/pediátrico e neonatal.;Médico Assistencial;R$ 27.943,00;N;Clique para Detalhar;ESPECIALIZADO
10765;Monitor para Imagens Radiológicas;Monitor de alta resolução específico para visualização de imagens radiológicas.;Médico Assistencial;R$ 63.900,00;N;Clique para Detalhar;ESPECIALIZADO
11219;Morsa de Bancada;Morsa tipo torno de bancada para fixação de peças e utensílios.;Gerais;R$ 211,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
2295;Morsa para Furadeira de Bancada;Morsa para bancada para fixação de peças para a furação em furadeira de bancada.;Gerais;R$ 213,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
10566;Moto Esmeril;Ferramenta utilizada para restauração, lixamento e limpeza de peças.;Gerais;R$ 1.387,00;N;Clique para Detalhar;ESPECIALIZADO
11900;Motocicleta Elétrica;Veículo de duas rodas, tipo motocicleta elétrica utilizada para o deslocamento de profissionais da Estratégia Saúde da Família (ESF), Agentes Comunitários de Saúde (ACS), Equipes Multiprofissionais e outras equipes que necessitam se locomover com agilidade em áreas urbanas e rurais.;Veículo;R$ 17.459,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11774;Motocultivador;Equipamento movido a combustão que serve para preparar o plantio em hortas, afofando a terra e preparando o solo.;Gerais;R$ 3.669,00;N;Clique para Detalhar;ESPECIALIZADO
698;Motor de Suspensão;Equipamento utilizado para corte, lapidação, desgaste, polimento e gravações em próteses em conultórios odontológicos.;Apoio;R$ 830,00;N;Clique para Detalhar;ESPECIALIZADO
205;Motor Elétrico Cirúrgico Odontológico;Equipamento utilizado para cirurgias e implantes odontológicos (perfuração, macheamento e inserção), perfurações ósseas, cirurgias buco-maxilo-faciais, cirurgias paraendodônticas, cirurgias periodontais, aperto de peças protéticas, cirurgias plásticas, desgastes e polimentos.;Médico Assistencial;R$ 11.759,00;N;Clique para Detalhar;ESPECIALIZADO
2408;Multímetro;É um equipamento de teste utilizado para medir grandezas elétricas como tensão, corrente, resistência.;Gerais;R$ 422,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11954;Nanoindentador Completo;Equipamento utilizado para caracterizar as propriedades mecânicas dos materiais em pequenas escalas de comprimento.;Apoio;R$ 1.893.876,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11792;Nebulizador Costal;Item para Aplicação espacial de inseticidas a Ultra Baixo Volume, de uso individual com o equipamento acoplado nas costas do operador;Gerais;R$ 2.910,00;N;Clique para Detalhar;ESPECIALIZADO
11791;Nebulizador Pesado Veicular;Item para Aplicação espacial de inseticidas a Ultra Baixo Volume, de uso com o equipamento acoplado a veículo. A aplicação espacial de inseticidas a Ultra Baixo Volume, tem como objetivo eliminar as fêmeas do mosquito Aedes aegypti infectadas por arbovírus.;Gerais;R$ 122.250,00;N;Clique para Detalhar;ESPECIALIZADO
586;Nebulizador Portátil;Equipamento portátil com tecnologia de modo ultrassônico ou compressor, utilizado para administrar medicamentos por via inalatória ou recomendado para doenças respiratórias (bronquite, asma, resfriados, renite, etc.).;Médico Assistencial;R$ 227,00;N;Clique para Detalhar;ESPECIALIZADO
541;Negatoscópio;Equipamento utilizado para visualização de imagens radiográficas.;Apoio;R$ 1.028,00;N;Clique para Detalhar;ESPECIALIZADO
11223;Nível Pélvico;Equipamento usado para verificar o nivelamento do corpo humano através da posição da pélvis.;Apoio;R$ 1.305,00;N;Clique para Detalhar;ESPECIALIZADO
11965;No-break de 20KVA;Equipamento utilizado para estabilização elétrica e manutenção de servidoes mesmo em picos de estabilidade energia,;Apoio;R$ 73.023,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
1978;No-Break (Para Computador/Impressora);É um aparelho que funciona como uma reserva de energia, proporcionando um tempo de autonomia para que tarefas sejam concluídas, caso seja necessário. Além de proteger os computadores da eletricidade que alimenta esses equipamentos, evitando perda de dados e danos aos computadores que estejam ligados a ele.;Gerais;R$ 1.299,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11849;No-Break (Para Mamógrafo);É um aparelho que funciona como uma reserva de energia, proporcionando um tempo de autonomia para que tarefas sejam concluídas, caso seja necessário.;Gerais;R$ 8.937,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
10990;No-Break (Para Servidor);É um aparelho que funciona como uma reserva de energia, proporcionando um tempo de autonomia para que tarefas sejam concluídas, caso seja necessário. Além de proteger os servidores da eletricidade, evitando perda de dados e danos aos servodores que estejam ligados a ele.;Gerais;R$ 10.687,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
1506;Oftalmoscópio;Utilizado para realização de exames não invasivos, para auxiliar a visualização dos exames da estrutura do olho como: atérias, veias, nervo óptico, retina, córnea, humor aquoso, humos vítreo e cristalino. Indicado também para diagnosticar doenças como Glaucoma e Catarata. Pode ser utilizado para detectar outros tipos de doenças como tuberculose, hipertensão, toxoplasmose, diabestes, AIDS, artrite reumatóide, esclerose múltipla entre outras, pois, muitas dessas doenças alteram o aspecto do fundo do olho humano.;Médico Assistencial;R$ 2.273,00;N;Clique para Detalhar;ESPECIALIZADO
11429;Oftalmoscópio Binocular Indireto;Equipamento que permite ao examinador o uso prolongado, sem causar fadigas. Possui ampla e nítida imagem do fundo do olho e auxilia no mapeamento de retina.;Médico Assistencial;R$ 17.897,00;N;Clique para Detalhar;ESPECIALIZADO
11867;Oftalmoscópio para Telessaúde;tilizado para realização de exames não invasivos, para auxiliar a visualização dos exames da estrutura do olho como: atérias, veias, nervo óptico, retina, córnea, humor aquoso, humos vítreo e cristalino. Indicado também para diagnosticar doenças como Glaucoma e Catarata. Pode ser utilizado para detectar outros tipos de doenças como tuberculose, hipertensão, toxoplasmose, diabestes, AIDS, artrite reumatóide, esclerose múltipla entre outras, pois, muitas dessas doenças alteram o aspecto do fundo do olho humano. Com aplicação para Telessaúde/telemedicina.;Médico Assistencial;R$ 7.373,00;N;Clique para Detalhar;ANÁLISE ESPECIALIZADA
2229;Osmômetro;"O Osmômetro é um aparelho eletrônico de precisão utilizado para determinar a osmolalidade de uma amostra através da medida de seu ponto de congelamento (ponto de fusão).
Aplicação: determinação da concentração de soluções químicas, produtos alimentícios, sangue, urina etc.";Médico Assistencial;R$ 41.497,00;N;Clique para Detalhar;ESPECIALIZADO
10353;Osmose Reversa;Equipamento de purificação para a produção de água química e microbiologicamente pura.;Apoio;R$ 3.677,00;N;Clique para Detalhar;ESPECIALIZADO
11649;Otoscópio de Sistema Aberto;Equipamento destinado para a visualização, acesso e iluminação do conduto auditivo em pequenos procedimentos.;Médico Assistencial;R$ 3.677,00;N;Clique para Detalhar;ESPECIALIZADO
11866;Otoscópio para Telessaúde;Equipamento destinado para a visualização, acesso e iluminação do conduto auditivo em pequenos procedimentos. Com aplicação para Telessaúde/telemedicina.;Médico Assistencial;R$ 7.114,00;N;Clique para Detalhar;ANÁLISE ESPECIALIZADA
1073;Otoscópio Simples;Equipamento destinado à realização de exame visual do ouvido externo.;Médico Assistencial;R$ 1.293,00;N;Clique para Detalhar;ESPECIALIZADO
699;Oxímetro de Pulso;Equipamento utilizado para medição, de forma contínua e não invasiva, da saturação parcial de oxigênio (SpO2) no sangue e da freqüência cardíaca, através de um sensor não-invasivo. Indicado para uso adulto, pediátrico e/ou neonatal.;Médico Assistencial;R$ 6.046,00;N;Clique para Detalhar;ESPECIALIZADO
11235;Oxímetro de Pulso para Ressonância Magnética;Equipamento utilizado para medição, de forma contínua e não invasiva, da saturação parcial de oxigênio (SpO2) no sangue e da freqüência cardíaca, através de um sensor não-invasivo. Para este item deve ser apresentadas características construtivas que permitam a aplicação correta e utilização segura do equipamento em ambientes que possuam Ressonância Nuclear Magnética.;Médico Assistencial;R$ 38.392,00;N;Clique para Detalhar;ESPECIALIZADO
11870;Oxímetro para Telessaúde;Equipamento utilizado para medição, de forma contínua e não invasiva, da saturação parcial de oxigênio (SpO2) no sangue e da freqüência cardíaca, através de um sensor não-invasivo. Indicado para uso adulto, pediátrico e/ou neonatal. Com aplicação para Telessaúde/Telemedicina.;Médico Assistencial;R$ 1.942,00;N;Clique para Detalhar;ANÁLISE ESPECIALIZADA
10850;Palete;Paletes, é um tipo de estrado fabricado em madeira, ferro ou plástico utilizado para acomodar caixas, produtos, etc. A função dos paletes é viabilizar a otimização do transporte de cargas através do uso de paleteiras e/ou empilhadeiras. Paletes de plástico tem uma vida útil mais longa, facilidade na limpeza, adequação a temperatura e umidade de algumas cargas.;Gerais;R$ 306,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11911;Pandeiro;Instrumento musical de percussão que emite sons ao ser agitado, sendo utilizado como um recurso para atividades de reabilitação sensoriais e motoras.;Apoio;R$ 181,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11213;Panela Elétrica para Confecção de Órteses;Equipamento utilizado para modelagem de termoplásticos de baixa temperaturas.;Apoio;R$ 3.030,00;N;Clique para Detalhar;ESPECIALIZADO
11822;Panela Elétrica Polimerizadora Digital;Equipamento utilizado na confecção de peças que utilizam resinas termo-polimerizantes como polimerização de dentaduras e trabalhos que necessitam de pressão e calor.;Apoio;R$ 3.355,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11823;Panela Eliminadora de Bolhas;Equipamento utilizado para realizar a polimerização do acrílico auto-polimerizável com o objetivo de eliminar as bolhas da peça.;Apoio;R$ 928,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
496;Papagaio;Recurso utilizado pelo paciente masculino acamado ou com dificuldades locomotoras, em situações adversas, para coleta de urina.;Apoio;R$ 148,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
1175;Paquímetro;É um instrumento utlizado para medir as dimensões de um material.;Gerais;R$ 900,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11092;Parafusadeira Pneumática Manual;Equipamento utilizado para montagem e desmontagem de juntas afixadas com parafusos ou porcas.;Gerais;R$ 1.318,00;N;Clique para Detalhar;ESPECIALIZADO
569;Passa Chassi Radiográfico;Passa chassi com portas, construído em aço (inoxidável ou tratado e pintado), para transposição de filme radiológico, acondicionado em chassi à câmara-escura.;Apoio;R$ 5.152,00;N;Clique para Detalhar;ESPECIALIZADO
11412;PCR em Tempo Real;Equipamento de PCR Quantitativo em Tempo Real para aplicações de amplificação e quantificação de número de cópias do DNA, quantificação da expressão gênica e proteica em tempo real, genotipagem de alelos, dentre outros. A PCR em tempo real é realizada por meio de uma plataforma de instrumentação que contém um termociclador com sistema ótico para excitação da fluorescência e na coleção da emissão e um computador com software para aquisição de dados e análise final da reação.;Médico Assistencial;R$ 184.580,00;N;Clique para Detalhar;ESPECIALIZADO
1521;Pedígrafo;Equipamento utilizado para obter a plantígrafia do pé do paciente.;Médico Assistencial;R$ 813,00;N;Clique para Detalhar;ESPECIALIZADO
11962;Pedômetro Digital;Dispositivo portátil destinado à contagem de passos e ao monitoramento de parâmetros relacionados à atividade física e deslocamento.;Apoio;R$ 100,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
10779;Percolador;Equipamento que realiza a extração de componentes soluvéis atraves da passagem da solução por materiais porosos.;Médico Assistencial;R$ 662,00;N;Clique para Detalhar;ESPECIALIZADO
